"Step","layer_12_rank_16_sae_from_scratch_trainer_80_kl_0_k_80 - val_loss","layer_12_rank_16_sae_from_scratch_trainer_80_kl_0_k_80 - val_loss__MIN","layer_12_rank_16_sae_from_scratch_trainer_80_kl_0_k_80 - val_loss__MAX","layer_12_rank_16_sae_from_scratch_trainer_40_kl_0_k_40 - val_loss","layer_12_rank_16_sae_from_scratch_trainer_40_kl_0_k_40 - val_loss__MIN","layer_12_rank_16_sae_from_scratch_trainer_40_kl_0_k_40 - val_loss__MAX","layer_12_rank_16_sae_from_scratch_trainer_160_kl_0_k_160 - val_loss","layer_12_rank_16_sae_from_scratch_trainer_160_kl_0_k_160 - val_loss__MIN","layer_12_rank_16_sae_from_scratch_trainer_160_kl_0_k_160 - val_loss__MAX","layer_12_rank_16_sae_from_scratch_trainer_20_kl_0_k_20 - val_loss","layer_12_rank_16_sae_from_scratch_trainer_20_kl_0_k_20 - val_loss__MIN","layer_12_rank_16_sae_from_scratch_trainer_20_kl_0_k_20 - val_loss__MAX","layer_12_rank_16_sae_from_scratch_trainer_80_kl_95_k_80 - val_loss","layer_12_rank_16_sae_from_scratch_trainer_80_kl_95_k_80 - val_loss__MIN","layer_12_rank_16_sae_from_scratch_trainer_80_kl_95_k_80 - val_loss__MAX","layer_12_rank_16_sae_from_scratch_trainer_160_kl_95_k_160 - val_loss","layer_12_rank_16_sae_from_scratch_trainer_160_kl_95_k_160 - val_loss__MIN","layer_12_rank_16_sae_from_scratch_trainer_160_kl_95_k_160 - val_loss__MAX","layer_12_rank_16_sae_from_scratch_trainer_40_kl_95_k_40 - val_loss","layer_12_rank_16_sae_from_scratch_trainer_40_kl_95_k_40 - val_loss__MIN","layer_12_rank_16_sae_from_scratch_trainer_40_kl_95_k_40 - val_loss__MAX","layer_12_rank_16_sae_from_scratch_trainer_20_kl_95_k_20 - val_loss","layer_12_rank_16_sae_from_scratch_trainer_20_kl_95_k_20 - val_loss__MIN","layer_12_rank_16_sae_from_scratch_trainer_20_kl_95_k_20 - val_loss__MAX"
"399999","2.1338122601152807","2.1338122601152807","2.1338122601152807","2.1517855542098974","2.1517855542098974","2.1517855542098974","2.122188378899466","2.122188378899466","2.122188378899466","2.186715255069147","2.186715255069147","2.186715255069147","2.145616794346299","2.145616794346299","2.145616794346299","2.119997380486286","2.119997380486286","2.119997380486286","2.182530112160387","2.182530112160387","2.182530112160387","2.305860343767652","2.305860343767652","2.305860343767652"
"409999","2.1342826525899015","2.1342826525899015","2.1342826525899015","2.150339075706388","2.150339075706388","2.150339075706388","2.122097409887958","2.122097409887958","2.122097409887958","2.1861630210246865","2.1861630210246865","2.1861630210246865","2.1450414534967046","2.1450414534967046","2.1450414534967046","2.12006452850456","2.12006452850456","2.12006452850456","2.1814482696468778","2.1814482696468778","2.1814482696468778","2.306651047210732","2.306651047210732","2.306651047210732"
"419999","2.1340018259466245","2.1340018259466245","2.1340018259466245","2.1516668891711515","2.1516668891711515","2.1516668891711515","2.1217396902025296","2.1217396902025296","2.1217396902025296","2.18565662289105","2.18565662289105","2.18565662289105","2.1463578096614766","2.1463578096614766","2.1463578096614766","2.120262249343349","2.120262249343349","2.120262249343349","2.1829442460863957","2.1829442460863957","2.1829442460863957","2.306966156957093","2.306966156957093","2.306966156957093"
"429999","2.133990908657394","2.133990908657394","2.133990908657394","2.1527523307497693","2.1527523307497693","2.1527523307497693","2.1231415141812366","2.1231415141812366","2.1231415141812366","2.1859090337977807","2.1859090337977807","2.1859090337977807","2.146961302388776","2.146961302388776","2.146961302388776","2.120017142659444","2.120017142659444","2.120017142659444","2.18177762435427","2.18177762435427","2.18177762435427","2.3076962592230847","2.3076962592230847","2.3076962592230847"
"439999","2.1356856093008907","2.1356856093008907","2.1356856093008907","2.153301823407625","2.153301823407625","2.153301823407625","2.124393032846578","2.124393032846578","2.124393032846578","2.1864453166753757","2.1864453166753757","2.1864453166753757","2.146963922613841","2.146963922613841","2.146963922613841","2.12120201369269","2.12120201369269","2.12120201369269","2.1831764962863534","2.1831764962863534","2.1831764962863534","2.3089160406418685","2.3089160406418685","2.3089160406418685"
"449999","2.134397036496058","2.134397036496058","2.134397036496058","2.15019782688259","2.15019782688259","2.15019782688259","2.1234203211604754","2.1234203211604754","2.1234203211604754","2.183851003860378","2.183851003860378","2.183851003860378","2.146806906012698","2.146806906012698","2.146806906012698","2.119775806747171","2.119775806747171","2.119775806747171","2.1817188623800736","2.1817188623800736","2.1817188623800736","2.305374508778905","2.305374508778905","2.305374508778905"
"459999","2.134755989027609","2.134755989027609","2.134755989027609","2.1510028618568042","2.1510028618568042","2.1510028618568042","2.1230186258758224","2.1230186258758224","2.1230186258758224","2.184779281717484","2.184779281717484","2.184779281717484","2.1432575848841986","2.1432575848841986","2.1432575848841986","2.1189690169133817","2.1189690169133817","2.1189690169133817","2.1818951982375667","2.1818951982375667","2.1818951982375667","2.304260375708372","2.304260375708372","2.304260375708372"
"469999","2.1330836970157","2.1330836970157","2.1330836970157","2.1496212526378025","2.1496212526378025","2.1496212526378025","2.121662553251095","2.121662553251095","2.121662553251095","2.1825361610862104","2.1825361610862104","2.1825361610862104","2.1448793935922175","2.1448793935922175","2.1448793935922175","2.1191977075507964","2.1191977075507964","2.1191977075507964","2.1803077662186343","2.1803077662186343","2.1803077662186343","2.303931347667378","2.303931347667378","2.303931347667378"
"475000","","","","","","","","","","","","","2.142178890069407","2.142178890069407","2.142178890069407","2.1166338076855045","2.1166338076855045","2.1166338076855045","2.17703670540876","2.17703670540876","2.17703670540876","2.301249709624717","2.301249709624717","2.301249709624717"
"477000","","","","","","","","","","","","","2.12951162433063","2.12951162433063","2.12951162433063","2.1137680425980685","2.1137680425980685","2.1137680425980685","2.1580421105866057","2.1580421105866057","2.1580421105866057","2.228697035183316","2.228697035183316","2.228697035183316"
"479000","","","","","","","","","","","","","2.1282410542332895","2.1282410542332895","2.1282410542332895","2.114599544200341","2.114599544200341","2.114599544200341","2.153524894461783","2.153524894461783","2.153524894461783","2.222325717658567","2.222325717658567","2.222325717658567"
"479999","2.1312207516469632","2.1312207516469632","2.1312207516469632","2.1473271790339004","2.1473271790339004","2.1473271790339004","2.1216992660213028","2.1216992660213028","2.1216992660213028","2.1833481015666116","2.1833481015666116","2.1833481015666116","","","","","","","","","","","",""
"481000","","","","","","","","","","","","","2.126089873400535","2.126089873400535","2.126089873400535","2.115021197554277","2.115021197554277","2.115021197554277","2.152159972316533","2.152159972316533","2.152159972316533","2.2134464880949154","2.2134464880949154","2.2134464880949154"
"483000","","","","","","","","","","","","","2.1296852276781566","2.1296852276781566","2.1296852276781566","2.1170210489963193","2.1170210489963193","2.1170210489963193","2.154167419629307","2.154167419629307","2.154167419629307","2.2110496860687663","2.2110496860687663","2.2110496860687663"
"485000","","","","","","","","","","","","","2.1279306874792554","2.1279306874792554","2.1279306874792554","2.116032353504165","2.116032353504165","2.116032353504165","2.150429764569965","2.150429764569965","2.150429764569965","2.207537746966312","2.207537746966312","2.207537746966312"
"487000","","","","","","","","","","","","","2.1298502676318587","2.1298502676318587","2.1298502676318587","2.118038991273609","2.118038991273609","2.118038991273609","2.1499410353700115","2.1499410353700115","2.1499410353700115","2.20818080686742","2.20818080686742","2.20818080686742"
"489000","","","","","","","","","","","","","2.1276652679655665","2.1276652679655665","2.1276652679655665","2.115119814506695","2.115119814506695","2.115119814506695","2.1495955591314035","2.1495955591314035","2.1495955591314035","2.205927308835661","2.205927308835661","2.205927308835661"
"489999","2.1310223231479113","2.1310223231479113","2.1310223231479113","2.150580639696414","2.150580639696414","2.150580639696414","2.120566678022777","2.120566678022777","2.120566678022777","2.1849925347519017","2.1849925347519017","2.1849925347519017","","","","","","","","","","","",""
"491000","","","","","","","","","","","","","2.128378977917112","2.128378977917112","2.128378977917112","2.116246588734058","2.116246588734058","2.116246588734058","2.1516883029786444","2.1516883029786444","2.1516883029786444","2.203053144526457","2.203053144526457","2.203053144526457"
"493000","","","","","","","","","","","","","2.1297947541718107","2.1297947541718107","2.1297947541718107","2.1148174782736398","2.1148174782736398","2.1148174782736398","2.1510079598231595","2.1510079598231595","2.1510079598231595","2.206724063919413","2.206724063919413","2.206724063919413"
"495000","","","","","","","","","","","","","2.1258786328617356","2.1258786328617356","2.1258786328617356","2.1140650742922737","2.1140650742922737","2.1140650742922737","2.1480057767860234","2.1480057767860234","2.1480057767860234","2.200364131217359","2.200364131217359","2.200364131217359"
"497000","","","","","","","","","","","","","2.1274019020972745","2.1274019020972745","2.1274019020972745","2.116524801771619","2.116524801771619","2.116524801771619","2.1482930067800816","2.1482930067800816","2.1482930067800816","2.2017831714516896","2.2017831714516896","2.2017831714516896"
"499000","","","","","","","","","","","","","2.1275075424229963","2.1275075424229963","2.1275075424229963","2.1171922246899797","2.1171922246899797","2.1171922246899797","2.1488128603114807","2.1488128603114807","2.1488128603114807","2.196445369641149","2.196445369641149","2.196445369641149"
"499999","2.1325538079411617","2.1325538079411617","2.1325538079411617","2.149094366398902","2.149094366398902","2.149094366398902","2.120359515857062","2.120359515857062","2.120359515857062","2.179511031206457","2.179511031206457","2.179511031206457","","","","","","","","","","","",""
"500000","2.1325538079411617","2.1325538079411617","2.1325538079411617","2.149094366398902","2.149094366398902","2.149094366398902","2.120359515857062","2.120359515857062","2.120359515857062","2.179511031206457","2.179511031206457","2.179511031206457","2.125665755421991","2.125665755421991","2.125665755421991","2.115417894742384","2.115417894742384","2.115417894742384","2.1490127863696067","2.1490127863696067","2.1490127863696067","2.1958182581005468","2.1958182581005468","2.1958182581005468"
